id,label
0,0.16161595
1,0.13453914
2,0.13641731
3,0.07669801
4,0.012848432
5,0.16529511
6,0.13413839
7,0.024166824
8,0.06252467
9,0.1237464
10,0.11243411
11,0.088381715
12,0.03157733
13,0.032017827
14,0.057009485
15,0.10230285
16,0.0408607
17,0.12421541
18,0.029717524
19,0.048161685
20,0.040294845
21,0.04128714
22,0.18778402
23,0.045330685
24,0.02951233
25,0.021713465
26,0.032151535
27,0.04316296
28,0.08446284
29,0.035568103
30,0.04501139
31,0.55517
32,0.04213214
33,0.037763912
34,0.09414592
35,0.14123344
36,0.026755298
37,0.17943096
38,0.10259141
39,0.03313726
40,0.02643989
41,0.045075323
42,0.12422843
43,0.048355266
44,0.11077615
45,0.045054067
46,0.05040681
47,0.08193882
48,0.04424966
49,0.022810372
50,0.024704766
51,0.030541023
52,0.04340538
53,0.031261757
54,0.023246579
55,0.05284702
56,0.046011712
57,0.04692762
58,0.03670177
59,0.048925273
60,0.026713572
61,0.035559505
62,0.029823357
63,0.12541546
64,0.03534039
65,0.038233172
66,0.18135525
67,0.0218703
68,0.035957564
69,0.013815652
70,0.030586151
71,0.059493877
72,0.031043615
73,0.051003657
74,0.025431104
75,0.07576423
76,0.04069986
77,0.06269693
78,0.08096019
79,0.040545043
80,0.08595735
81,0.04657973
82,0.12236139
83,0.10725621
84,0.039267316
85,0.030504266
86,0.05981424
87,0.07707778
88,0.17755724
89,0.060116064
90,0.080775686
91,0.046977974
92,0.024445789
93,0.09555211
94,0.030389208
95,0.15215059
96,0.15993814
97,0.03314881
98,0.037974566
99,0.033303607
100,0.09311376
101,0.07971031
102,0.0725782
103,0.08193688
104,0.0809811
105,0.017746886
106,0.09692082
107,0.100213915
108,0.36897537
109,0.11935119
110,0.030135883
111,0.0924077
112,0.02604555
113,0.16004403
114,0.048813544
115,0.010798368
116,0.03399924
117,0.04274268
118,0.04920951
119,0.043847386
120,0.077714555
121,0.03873197
122,0.02962842
123,0.04971662
124,0.023358045
125,0.039366536
126,0.047319245
127,0.13201061
128,0.02994487
129,0.07533852
130,0.034915306
131,0.039480496
132,0.0264621
133,0.188302
134,0.024568424
135,0.02914894
136,0.09844716
137,0.021589763
138,0.022538133
139,0.041071475
140,0.045237374
141,0.03692339
142,0.039037526
143,0.10702676
144,0.109580345
145,0.07422121
146,0.16973637
147,0.029438427
148,0.10472301
149,0.056901608
150,0.0049567083
151,0.32385993
152,0.13416271
153,0.023269804
154,0.07005676
155,0.042078327
156,0.2253775
157,0.07934951
158,0.075433135
159,0.07360716
160,0.038344577
161,0.03048701
162,0.028840307
163,0.033972953
164,0.030300073
165,0.034706786
166,0.024391754
167,0.01963691
168,0.015650729
169,0.07088953
170,0.05714542
171,0.032166284
172,0.038870435
173,0.04729954
174,0.033632595
175,0.026639584
176,0.028236853
177,0.087004066
178,0.047346532
179,0.06268213
180,0.02865231
181,0.02905708
182,0.18801443
183,0.021953106
184,0.022283027
185,0.031894818
186,0.054559715
187,0.05300058
188,0.050141096
189,0.028491033
190,0.023935743
191,0.04763449
192,0.01770626
193,0.030111548
194,0.07194997
195,0.07721164
196,0.045364022
197,0.04455653
198,0.08460938
199,0.08942097
200,0.18558593
201,0.03946542
202,0.0774484
203,0.05477247
204,0.09577346
205,0.03228369
206,0.02363127
207,0.104388215
208,0.06049244
209,0.042673238
210,0.07419838
211,0.045056526
212,0.056483503
213,0.037644137
214,0.019430265
215,0.059978217
216,0.01157451
217,0.05867797
218,0.05727471
219,0.108715154
220,0.042938482
221,0.11080899
222,0.14089502
223,0.039031174
224,0.08295765
225,0.060852595
226,0.04250521
227,0.053437017
228,0.119032755
229,0.04518133
230,0.025383694
231,0.033286225
