id,label
0,0.9597944
1,0.6619063
2,0.06348388
3,0.6205636
4,0.17642777
5,0.10727061
6,0.64199084
7,0.14202121
8,0.5455011
9,0.043961488
10,0.058319423
11,0.014185644
12,0.06524342
13,0.6300791
14,0.52664465
15,0.2954999
16,0.46515936
17,0.22088178
18,0.08048294
19,0.08690771
20,0.07419325
21,0.11478157
22,0.85526454
23,0.13827561
24,0.013002003
25,0.01951942
26,0.16377951
27,0.04438363
28,0.89160705
29,0.5613282
30,0.52938336
31,0.7226264
32,0.59178853
33,0.22989377
34,0.44588205
35,0.97988164
36,0.18321645
37,0.8651919
38,0.56375486
39,0.09543493
40,0.0093110725
41,0.8620095
42,0.83620656
43,0.598512
44,0.84507966
45,0.27046937
46,0.59056467
47,0.9524165
48,0.08485002
49,0.30917764
50,0.1992007
51,0.37314814
52,0.18414402
53,0.21180819
54,0.49987596
55,0.44877905
56,0.14218451
57,0.17282486
58,0.19501863
59,0.16415206
60,0.05330736
61,0.14359616
62,0.15113162
63,0.6965514
64,0.09983091
65,0.11280655
66,0.9245309
67,0.009570206
68,0.6465321
69,0.117751315
70,0.46015856
71,0.9163121
72,0.010723476
73,0.81931174
74,0.38200936
75,0.13632968
76,0.07575839
77,0.47438258
78,0.85836285
79,0.21473303
80,0.5745186
81,0.807919
82,0.42414573
83,0.18548591
84,0.2482652
85,0.18191527
86,0.12331081
87,0.009665478
88,0.10305243
89,0.4068411
90,0.8877971
91,0.0012105845
92,0.9178637
93,0.035298195
94,0.23925214
95,0.28863654
96,0.17427602
97,0.3738564
98,0.20911114
99,0.1552293
100,0.13973126
101,0.7354936
102,0.24530277
103,0.6121678
104,0.89841086
105,0.030743508
106,0.8556157
107,0.11219062
108,0.6005699
109,0.8755272
110,0.16694768
111,0.6495215
112,0.16451403
113,0.711162
114,0.4279646
115,0.04614772
116,0.09026086
117,0.14480221
118,0.44444594
119,0.44707617
120,0.775391
121,0.5971851
122,0.490203
123,0.5539614
124,0.008842447
125,0.03386964
126,0.5842979
127,0.90474963
128,0.14173983
129,0.4187921
130,0.09013613
131,0.7957506
132,0.040249243
133,0.9473027
134,0.33293846
135,0.14674765
136,0.62342
137,0.30683044
138,0.011898411
139,0.26708302
140,0.6751186
141,0.4217953
142,0.26795393
143,0.71248657
144,0.35730392
145,0.7187383
146,0.072882056
147,0.36785507
148,0.006454644
149,0.63419586
150,0.005659935
151,0.8747995
152,0.118786454
153,0.44773892
154,0.7466372
155,0.022136442
156,0.90530074
157,0.70195305
158,0.7241818
159,0.85845625
160,0.10612745
161,0.2635612
162,0.16243763
163,0.13899046
164,0.61904794
165,0.19072962
166,0.4128742
167,0.10673537
168,0.2609487
169,0.5812729
170,0.5132188
171,0.12249738
172,0.4143809
173,0.5187976
174,0.39231125
175,0.45665187
176,0.120307215
177,0.24099502
178,0.5616615
179,0.25621817
180,0.17545328
181,0.40658766
182,0.94686776
183,0.010260875
184,0.105585195
185,0.14068452
186,0.7886385
187,0.22088481
188,0.12803507
189,0.17400804
190,0.390743
191,0.12476765
192,0.023387669
193,0.19145772
194,0.20345283
195,0.7284969
196,0.36392635
197,0.5843449
198,0.28593558
199,0.88246197
200,0.3083717
201,0.3265557
202,0.9563215
203,0.25727144
204,0.004229205
205,0.029077347
206,0.004936135
207,0.36681652
208,0.40788037
209,0.7124417
