id,price
0,1
1,0
2,0
3,0
4,0
5,1
6,1
7,0
8,2
9,1
10,0
11,1
12,0
13,1
14,1
15,0
16,0
17,0
18,2
19,0
20,0
21,1
22,0
23,1
24,0
26,1
27,1
29,0
30,0
31,0
32,0
33,0
34,1
35,1
36,0
37,1
38,0
40,0
41,1
42,1
43,1
44,1
45,0
46,0
47,0
48,0
49,0
50,1
51,1
52,1
53,1
54,0
55,0
56,1
57,0
58,0
59,0
60,1
61,0
62,1
63,1
64,1
65,0
66,0
68,0
69,1
70,0
71,0
72,0
73,0
74,0
75,1
76,0
77,0
78,1
79,1
80,0
81,1
82,0
83,1
84,1
85,0
86,0
87,0
89,0
90,1
91,0
92,0
93,1
94,0
95,1
96,0
97,2
98,1
99,1
100,1
101,2
102,1
103,1
104,0
105,1
106,0
107,1
108,0
109,2
110,0
111,0
112,0
113,1
114,1
116,1
117,1
118,0
119,1
120,0
121,0
122,0
123,0
124,1
125,1
126,1
127,0
128,1
129,0
130,0
132,0
133,0
134,0
135,1
136,0
137,1
138,1
140,1
141,1
142,0
143,0
144,1
145,0
146,0
147,2
148,1
149,1
150,1
151,0
152,1
153,0
154,2
155,0
156,0
157,0
158,0
159,0
160,1
161,0
162,0
163,0
164,0
165,0
166,0
167,0
168,0
169,0
170,0
171,1
172,0
173,0
174,0
175,1
176,0
177,0
178,0
179,0
180,1
181,0
182,0
183,0
184,1
185,0
186,0
187,1
188,2
189,1
190,0
191,0
193,0
194,1
195,1
196,0
197,0
198,0
199,1
200,0
201,1
202,1
203,1
204,0
205,0
206,0
207,0
208,0
209,1
210,0
211,1
212,0
213,0
214,0
215,0
216,0
217,0
218,0
219,1
220,0
221,0
222,1
223,0
224,0
225,0
226,1
227,0
228,1
229,0
230,1
231,0
232,0
233,1
234,1
235,1
236,0
237,1
238,0
239,0
240,0
241,1
242,1
243,0
244,0
245,0
246,0
247,0
248,1
249,0
250,1
251,0
252,0
253,0
254,0
255,1
256,1
257,0
259,0
260,0
261,1
262,0
263,1
264,0
265,0
266,0
267,1
268,2
269,0
270,1
271,1
272,0
273,0
274,0
275,1
276,0
277,1
278,2
279,0
280,0
281,1
282,1
283,0
284,1
285,0
286,0
287,0
288,0
289,1
290,0
291,0
292,2
293,0
294,1
295,0
296,0
297,1
298,1
299,0
301,0
302,0
303,0
304,1
305,0
306,1
307,0
308,0
309,0
310,1
311,0
312,0
313,1
314,0
315,0
316,1
317,0
318,0
320,0
321,0
322,0
323,0
324,1
325,1
326,0
328,1
329,1
330,0
331,0
332,0
334,0
335,0
336,0
337,0
338,0
339,0
340,0
341,0
342,1
343,0
344,0
345,0
346,1
347,0
348,0
350,0
351,0
352,0
353,1
354,1
355,0
356,1
357,0
358,0
359,0
360,0
362,0
363,0
364,0
365,1
366,1
367,0
368,0
369,0
370,0
371,1
372,1
373,0
374,0
375,1
376,0
377,1
378,0
379,0
380,0
381,0
382,0
383,0
384,1
385,1
386,0
387,0
388,0
389,0
390,0
391,0
392,0
393,0
394,0
395,1
396,0
397,1
398,0
400,0
401,1
402,1
403,0
404,0
405,0
406,0
407,1
409,1
410,0
411,0
412,1
413,0
414,1
415,0
416,0
417,0
418,1
419,1
420,0
421,0
422,1
423,0
424,0
425,0
426,0
428,0
429,0
430,0
431,1
432,1
433,0
434,1
435,0
436,0
437,0
438,1
439,1
440,0
441,0
443,1
444,1
445,0
447,1
448,2
449,0
450,1
451,0
452,0
453,0
454,1
455,1
456,1
457,0
458,0
459,0
460,0
461,0
462,0
463,1
464,0
465,1
466,1
467,1
468,0
469,0
470,1
471,1
472,0
473,1
474,0
475,2
476,1
477,1
478,1
479,1
480,0
481,1
482,0
483,0
484,0
485,1
486,0
487,0
488,0
489,1
490,0
491,0
492,0
493,0
494,0
495,0
496,1
497,1
498,0
499,0
500,1
501,0
502,2
503,1
504,1
505,1
506,0
507,2
508,0
509,0
510,0
511,0
512,0
513,1
514,0
515,1
516,0
517,1
518,0
519,0
520,0
521,1
522,0
524,1
525,1
526,0
527,0
528,0
529,0
530,0
531,0
532,0
533,0
534,0
535,0
536,0
537,0
538,0
539,0
540,0
541,0
542,0
543,0
544,0
545,0
546,1
547,0
548,1
549,0
550,0
551,0
552,0
553,0
554,1
555,1
556,1
557,0
558,0
559,1
560,1
561,0
562,0
563,0
564,0
565,1
566,0
567,0
568,0
569,0
570,0
571,1
572,1
573,1
574,0
575,0
576,1
577,0
578,0
579,1
580,0
581,0
582,0
583,0
584,1
585,1
586,1
587,1
588,0
589,1
590,1
591,0
592,1
593,2
594,0
595,0
596,0
597,0
598,1
599,1
600,1
601,1
602,1
603,0
604,0
605,0
606,0
607,0
608,0
609,1
610,0
611,1
612,0
613,1
614,0
615,1
616,0
617,0
618,1
619,1
620,0
621,0
622,2
623,1
624,1
627,0
628,0
629,1
630,0
631,0
632,1
633,0
634,0
635,0
636,0
637,1
638,0
639,0
640,0
641,1
642,0
643,0
644,0
646,0
647,0
648,1
649,0
650,0
651,0
652,0
653,0
654,0
655,0
656,0
657,1
658,0
659,0
660,0
661,0
662,0
663,2
664,1
665,0
666,0
667,1
668,0
669,1
670,0
671,1
672,1
673,0
675,0
676,1
677,1
678,1
679,0
680,1
681,1
682,0
683,0
684,0
685,0
686,1
687,0
688,1
689,0
690,0
691,0
692,0
693,1
694,1
695,1
696,1
697,1
698,0
699,0
700,0
701,0
702,1
703,0
704,0
707,0
709,0
710,0
711,0
712,1
713,0
714,0
715,1
716,1
717,1
718,0
719,1
720,0
721,1
722,0
723,0
724,0
725,0
726,0
727,0
728,1
729,1
730,0
731,1
732,1
733,1
734,1
735,0
736,0
737,0
738,0
739,1
740,0
741,2
742,0
743,1
744,0
745,0
746,0
747,0
748,0
749,0
750,1
751,1
752,0
753,0
754,1
755,0
756,1
757,1
758,0
760,0
761,1
762,0
763,1
764,1
765,0
766,1
767,0
768,1
769,0
770,0
771,1
772,1
773,0
774,1
776,0
777,1
778,0
779,0
780,1
781,0
782,1
783,1
784,1
785,0
786,0
787,0
788,2
789,1
790,0
791,0
792,0
793,0
794,1
795,0
796,0
797,0
798,1
799,0
800,0
801,0
802,0
803,0
804,0
805,0
806,1
807,0
808,0
809,0
810,0
811,0
812,1
813,0
814,0
815,0
816,1
817,0
818,1
819,0
820,0
821,0
822,0
823,0
824,0
825,0
826,1
827,1
828,1
829,0
830,0
831,2
832,0
833,1
834,1
835,0
836,1
837,0
838,0
839,0
841,0
842,0
844,1
845,0
846,0
847,0
848,0
849,1
850,0
851,0
852,0
853,0
854,0
855,0
856,0
857,0
858,0
859,0
860,0
861,0
862,0
863,1
864,1
865,0
866,1
867,0
868,0
869,0
870,0
871,0
872,0
873,0
874,1
875,2
876,0
877,0
878,1
879,1
880,0
881,0
882,0
883,0
884,0
885,0
886,1
887,0
888,0
889,0
890,0
891,0
892,1
893,1
894,1
895,0
896,0
897,1
898,0
899,0
900,0
901,0
902,0
903,0
904,0
905,0
906,0
908,1
909,0
910,0
911,1
912,1
913,0
914,0
915,0
916,0
917,0
918,0
919,0
920,1
921,0
922,0
923,0
924,1
925,1
926,0
928,0
929,0
930,1
931,0
932,0
933,2
934,0
935,1
936,0
937,1
938,0
940,1
941,0
942,0
943,1
944,0
945,1
946,1
947,0
948,0
949,0
950,1
951,0
952,1
953,0
954,0
955,0
956,1
957,0
958,0
959,1
960,0
961,0
962,1
963,0
964,0
965,0
966,0
967,0
968,0
969,1
970,0
971,1
972,2
973,0
974,1
975,0
976,1
977,0
978,0
979,0
980,0
981,0
982,1
983,1
984,2
985,0
986,1
987,1
988,0
989,0
991,0
992,0
993,1
994,0
996,0
997,0
998,0
999,0
1000,1
1001,1
1002,0
1003,0
1004,1
1005,1
1006,0
1007,0
1008,0
1009,0
1010,0
1011,1
1013,1
1014,0
1015,0
1016,1
1017,1
1018,0
1019,0
1020,1
1021,0
1022,0
1023,0
1024,1
1025,1
1026,0
1027,1
1028,0
1029,1
1030,1
1031,0
1032,1
1033,1
1034,0
1035,0
1036,0
1037,0
1038,0
1039,1
1040,0
1041,0
1042,0
1043,1
1044,0
1045,1
1046,0
1047,0
1048,0
1049,2
1050,0
1051,0
1052,0
1053,1
1054,1
1055,0
1056,0
1057,0
1058,0
1059,0
1060,0
1061,1
1062,0
1063,1
1064,1
1065,0
1066,1
1067,1
1068,1
1069,1
1070,1
1071,0
1072,0
1073,0
1074,0
1075,0
1076,0
1077,0
1078,0
1079,0
1080,0
1081,1
1082,1
1083,0
1084,0
1085,0
1086,0
1087,0
1088,0
1089,0
1090,0
1091,1
1092,0
1093,1
1094,1
1095,1
1096,0
1097,0
1098,0
1099,0
1100,1
1102,0
1103,2
1104,1
1105,1
1106,0
1107,0
1109,0
1111,0
1112,0
1113,0
1114,1
1115,0
1116,0
1117,0
1118,0
1119,0
1120,0
1121,0
1122,1
1123,0
1124,0
1125,0
1126,1
1127,0
1128,0
1130,1
1131,0
1132,1
1133,0
1134,0
1135,0
1136,0
1138,0
1140,1
1141,0
1142,0
1143,1
1144,0
1145,0
1146,0
1147,0
1148,0
1149,0
1150,0
1151,0
1152,0
1153,0
1154,0
1155,1
1156,1
1157,0
1158,0
1159,0
1160,0
1161,0
1162,0
1163,0
1164,0
1165,0
1166,0
1167,0
1168,0
1169,0
1170,1
1171,1
1172,0
1173,1
1174,0
1175,1
1176,1
1177,0
1178,1
1179,1
1180,1
1181,0
1182,1
1184,0
1185,0
1186,0
1187,0
1188,1
1189,0
1190,0
1191,0
1192,1
1193,0
1194,0
1195,1
1196,1
1197,1
1198,1
1199,0
1200,0
1201,1
1202,0
1203,0
1204,1
1205,0
1206,1
1207,1
1208,0
1209,0
1210,1
1211,0
1212,1
1213,1
1214,1
1215,0
1216,0
1217,0
1218,0
1219,1
1220,1
1221,1
1223,0
1224,0
1225,0
1226,1
1227,1
1228,1
1229,0
1230,1
1231,0
1232,1
1233,1
1234,1
1235,0
1236,1
1237,1
1238,0
1239,1
1240,0
1241,0
1242,0
1243,1
1244,0
1245,1
1246,0
1247,1
1248,1
1249,0
1250,0
1251,0
1252,0
1253,0
1254,1
1255,1
1256,0
1257,0
1258,0
1259,1
1260,1
1261,0
1262,1
1263,2
1264,0
1265,0
1266,0
1267,1
1268,1
1269,0
